Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
348,Armaldo,Fg,3,,,112/236,cosmiceclipse,Ayaka Yoshida,,,10/26/2019
383,Groudon,Fg,3,,,113/236,cosmiceclipse,Shin Nagasawa,,,10/26/2019
529,Drilbur,Fg,1,,,114/236,cosmiceclipse,Suwama Chiaki,,,11/2/2019
536,Palpitoad,Fg,1,,,116/236,cosmiceclipse,Ken Sugimori,,,10/26/2019
538,Throh,Fg,2,,,118/236,cosmiceclipse,Ken Sugimori,,,12/20/2019
674,Pancham,Fg,1,,,119/236,cosmiceclipse,Motofumi Fujiwara,,,10/26/2019
675,Pangoro,Fg,2,,,120/236,cosmiceclipse,Shin Nagasawa,,,11/2/2019
739,Crabrawler,Fg,1,,,121/236,cosmiceclipse,Miki Tanaka,,,10/26/2019
744,Rockruff,Fg,1,,,123/236,cosmiceclipse,Saya Tsuruta,,,10/26/2019
766,Passimian,Fg,1,Reverse,,125/236,cosmiceclipse,Masakazu Fukuda,,,10/26/2019
88,Alolan Grimer,D,1,,,130/236,cosmiceclipse,Sekio,,,10/26/2019
318,Carvanha,D,1,,,132/236,cosmiceclipse,Hasuno,,,10/26/2019
624,Bisharp,D,1,,,134/236,cosmiceclipse,Ken Sugimori,,,11/2/2019
625,Bisharp,D,2,,,135/236,cosmiceclipse,SATOSHI NAKAI,,,10/26/2019
27,Alolan Sandshrew,Sl,1,,,137/236,cosmiceclipse,ryoma uratsuka,,,11/2/2019
28,Alolan Sandslash,Sl,3,,,138/236,cosmiceclipse,Hasuno,,,10/26/2019
303,Mawile,Sl,2,,,140/236,cosmiceclipse,kodama,,,12/20/2019
476,Probopass,Sl,2,,,141/236,cosmiceclipse,Masakazu Fukuda,,,11/2/2019
791,Solgaleo,Sl,3,Reverse / Art,,142/236,cosmiceclipse,Misa Tsutsui,,,11/2/2019
298,Azurill,Fa,1,,,146/236,cosmiceclipse,Asako Ito,,,10/26/2019
669,Flabebe,Fa,1,,,149/236,cosmiceclipse,tetsuya koizumi,,,10/26/2019
669,Flabebe,Fa,1,,,150/236,cosmiceclipse,Atsuko Nishida,,,11/2/2019
684,Swirlix,Fa,1,Reverse,,153/236,cosmiceclipse,MAHOU,,,11/2/2019
685,Slurpuff,Fa,3,,,154/236,cosmiceclipse,Kyoko Umemoto,,,11/2/2019
782,Jangmo-o,Dr,1,,,160/236,cosmiceclipse,AKIRA EGAWA,,,10/26/2019
782,Jangmo-o,Dr,1,Reverse,,161/236,cosmiceclipse,Tomokazu Komiya,,,11/2/2019
783,Hakamo-o,Dr,2,,,162/236,cosmiceclipse,Ryuta Fuse,,,10/26/2019
133,Eevee,N,1,,,166/236,cosmiceclipse,Motofumi Fujiwara,,,11/2/2019
133,Eevee,N,1,,,167/236,cosmiceclipse,Hasuno,,,11/2/2019
174,Igglybuff,N,2,,,168/236,cosmiceclipse,Kagemaru Himeno,,,10/26/2019
190,Aipom,N,1,,,169/236,cosmiceclipse,Miki Tanaka,,,11/2/2019
424,Ambipom,N,2,,,170/236,cosmiceclipse,Sumiyoshi Kizuki,,,11/2/2019
216,Teddiursa,N,1,Reverse,,171/236,cosmiceclipse,kodama,,,11/2/2019
506,Lillipup,N,1,,,174/236,cosmiceclipse,Sekio,,,11/2/2019
627,Rufflet,N,1,,,177/236,cosmiceclipse,Ken Sugimori,,,10/26/2019
694,Helioptile,N,1,,,179/236,cosmiceclipse,Sekio,,,12/26/2019
759,Stufful,N,1,,,181/236,cosmiceclipse,Shigenori Negishi,,,10/26/2019
760,Bewear,N,3,,,182/236,cosmiceclipse,Akira Komayama,,,11/2/2019
772,Type: Null,N,2,,,183/236,cosmiceclipse,KEIICHIRO ITO,,,11/2/2019
773,Silvally GX,N,5,Full,Full Art,184/236,cosmiceclipse,Megumi Mizutani,,,11/2/2019
T,Beastite,I,2,,,185/236,cosmiceclipse,inose yukie,,,11/2/2019
T,Erika,Su,2,Reverse,,191/236,cosmiceclipse,Megumi Mizutani,,,10/26/2019
T,Island Challenge Amulet,I,2,,,194/236,cosmiceclipse,sodaji,,,11/2/2019
T,Lana's Fishing Rod,I,2,,,195/236,cosmiceclipse,Eske Yoshinob,,,11/2/2019
T,Lillie's Full Force,Su,2,,,196/236,cosmiceclipse,kodama,,,10/26/2019
T,Mallow & Lana,Su,2,Reverse,Tag Team,198/236,cosmiceclipse,Ken Sugimori,,,12/20/2019
T,N's Resolve,Su,2,,,200/236,cosmiceclipse,Ryuta Fuse,,,10/26/2019
T,Professor Oak's Setup,Su,2,,,201/236,cosmiceclipse,Megumi Mizutani,,,10/26/2019
T,Red & Blue,Su,2,,Tag Team,202/236,cosmiceclipse,Megumi Mizutani,,,10/26/2019
T,Roller Skater,Su,2,,,203/236,cosmiceclipse,Yusuke Ohmura,,,11/2/2019
T,Rosa,Su,3,,,204/236,cosmiceclipse,Yusuke Ohmura,,,10/26/2019
T,Tag Call,I,2,,,206/236,cosmiceclipse,Toyste Beach,,,10/26/2019
T,Draw Energy,N,2,,,209/236,cosmiceclipse,,,,10/26/2019
746,Wishiwashi,W,5,Full,Full Art / Trainer,240/236,cosmiceclipse,Misaki Hashimoto,,,10/26/2019
81,Magnemite,El,5,Full,Full Art / Trainer,242/236,cosmiceclipse,Fumie Kittaka,,,11/2/2019
109,Koffing,P,5,Full,Full Art / Trainer,243/236,cosmiceclipse,HYOGONOSUKE,,,12/20/2019
530,Excadrill,Fg,5,Full,Full Art / Trainer,246/236,cosmiceclipse,Mitsuhiro Arita,,,12/20/2019
511,Pansage,G,1,,,1/98,emergingpowers,Kouki Saitou,,,
540,Sewaddle,G,1,,,3/98,emergingpowers,Kagemaru Himeno,,,
541,Swadloon,G,2,,,5/98,emergingpowers,Naoki Saito,,,
541,Swadloon,G,2,,,6/98,emergingpowers,MAHOU,,,
542,Leavanny,G,3,Reverse,,7/98,emergingpowers,Kouki Saitou,,,
546,Cottonee,G,1,,,10/98,emergingpowers,Kagemaru Himeno,,,
547,Whimsicott,G,3,Reverse,,12/98,emergingpowers,Mizue,,,
549,Lilligant,G,2,,,14/98,emergingpowers,Shin Nagasawa,,,
513,Pansear,F,1,,,18/98,emergingpowers,Masakazu Fukuda,,,
554,Darumaka,F,1,,,20/98,emergingpowers,Mitsuhiro Arita,,,
555,Darmanitan,F,3,,,21/98,emergingpowers,Mitsuhiro Arita,,,
515,Panpour,W,1,,,22/98,emergingpowers,Kagemaru Himeno,,,
550,Basculin,W,1,,,24/98,emergingpowers,match,,,
550,Basculin,W,2,,,25/98,emergingpowers,Akira Komayama,,,
580,Ducklett,W,1,,,26/98,emergingpowers,MAHOU,,,
581,Swanna,W,3,,,27/98,emergingpowers,Atsuko Nishida,,,
613,Cubchoo,W,1,,,28/98,emergingpowers,sui,,,
613,Cubchoo,W,1,Reverse,,29/98,emergingpowers,Kanaka Eo,,,
614,Beartic,W,3,,,31/98,emergingpowers,Kagemaru Himeno,,,
595,Joltik,El,1,,,33/98,emergingpowers,Kagemaru Himeno,,,
527,Woobat,P,1,,,36/98,emergingpowers,Masakazu Fukuda,,,
543,Venipede,P,1,,,39/98,emergingpowers,Kouki Saitou,,,
561,Sigilyph,P,2,,,41/98,emergingpowers,Midori Harada,,,
574,Gothita,P,1,,,43/98,emergingpowers,MAHOU,,,
574,Gothita,P,1,,,44/98,emergingpowers,sui,,,
575,Gothorita,P,2,,,46/98,emergingpowers,Naoki Saito,,,
576,Gothitelle,P,3,,,47/98,emergingpowers,Kagemaru Himeno,,,
524,Roggenrola,Fg,1,,,49/98,emergingpowers,Kagemaru Himeno,,,
524,Roggenrola,Fg,1,,,50/98,emergingpowers,Masakazu Fukuda,,,
525,Boldore,Fg,2,Reverse,,51/98,emergingpowers,Kouki Saitou,,,
525,Boldore,Fg,2,,,52/98,emergingpowers,Masakazu Fukuda,,,
529,Drilbur,Fg,1,,,54/98,emergingpowers,match,,,
529,Drilbur,Fg,1,,,55/98,emergingpowers,Midori Harada,,,
539,Sawk,Fg,2,,,59/98,emergingpowers,Kouki Saitou,Yes,,
551,Sandile,Fg,1,,,60/98,emergingpowers,Kagemaru Himeno,,,
552,Krokorok,Fg,2,,,61/98,emergingpowers,Kagemaru Himeno,,,
553,Krookodile,Fg,3,Reverse,,62/98,emergingpowers,Naoki Saito,,,
509,Purrloin,D,1,,,64/98,emergingpowers,Atsuko Nishida,,,
510,Liepard,D,3,,,65/98,emergingpowers,Akira Komayama,,,
570,Zorua,D,2,,,66/98,emergingpowers,Shin Nagasawa,,,
629,Vullaby,D,1,,,68/98,emergingpowers,sui,,,
597,Ferroseed,Sl,1,,,70/98,emergingpowers,Midori Harada,,,
597,Ferroseed,Sl,1,,,71/98,emergingpowers,MAHOU,,,
599,Klink,Sl,1,,,74/98,emergingpowers,Kouki Saitou,,,
505,Watchog,N,2,,,79/98,emergingpowers,MAHOU,,,
519,Pidove,N,1,,,80/98,emergingpowers,Naoki Saito,,,
520,Tranquill,N,2,Reverse,,81/98,emergingpowers,Midori Harada,,,
521,Unfezant,N,4,Reverse,,82/98,emergingpowers,kawayoo,,,
531,Audino,N,2,,,83/98,emergingpowers,Kagemaru Himeno,,,
573,Cinccino,N,2,,,85/98,emergingpowers,Mizue,,,
627,Rufflet,N,1,,,87/98,emergingpowers,Naoyo Kimura,,,
T,Bianca,Su,2,,,90/98,emergingpowers,Yusuke Ohmura,,,
T,Cheren,Su,2,,,91/98,emergingpowers,Yusuke Ohmura,,,
T,Crushing Hammer,I,2,,,92/98,emergingpowers,5ban Graphics,,,
T,Great Ball,I,2,,,93/98,emergingpowers,5ban Graphics,,,
T,Max Potion,I,2,,,94/98,emergingpowers,5ban Graphics,,,
301,Delcatty,N,3,Reverse,,23/146,legendsawakened,Kagemaru Himeno,Used,,8/20/2019
201,Unown !,P,3,,,42/146,legendsawakened,Kent Kanetsuna,,,
45,Vileplume,G,3,,,45/146,legendsawakened,Kagemaru Himeno,,,
323,Camerupt,F,2,,,47/146,legendsawakened,Kagemaru Himeno,,,8/17/2019
351,Castform (Snow-Cloud),W,2,,,50/146,legendsawakened,Saya Tsuruta,,,
351,Castform (Sunny),F,2,,,51/146,legendsawakened,Lee HyunJung,,,
326,Grumpig,P,2,Reverse,,56/146,legendsawakened,Masakazu Fukuda,,,
291,Ninjask,G,2,,,67/146,legendsawakened,Ken Sugimori,Bent,,8/20/2019
201,Unown J,P,2,,,76/146,legendsawakened,Kent Kanetsuna,,,
201,Unown R,P,2,,,77/146,legendsawakened,Kent Kanetsuna,,,
201,Unown V,P,2,,,79/146,legendsawakened,Kent Kanetsuna,,,
201,Unown ?,P,2,,,82/146,legendsawakened,Kazuaki Aihara,,,
170,Chinchou,El,1,,,88/146,legendsawakened,Midori Harada,,,
106,Hitmonlee,Fg,1,,,100/146,legendsawakened,Mitsuhiro Arita,,,
345,Lileep,G,1,Reverse,,105/146,legendsawakened,Kouki Saitou,Worn,,8/20/2019
322,Numel,F,1,,,110/146,legendsawakened,Kouki Saitou,Paint Chipped,,
300,Skitty,N,1,,,119/146,legendsawakened,Sumiyoshi Kizuki,,,
268,Cascoon,G,2,,,9/124,dragonsexaulted,match,,,7/20/2019
290,Nincada,G,1,,,10/124,dragonsexaulted,MAHOU,,,
315,Roselia,G,2,,,12/124,dragonsexaulted,Suwama Chiaki,,,
315,Roselia,G,1,,,13/124,dragonsexaulted,Shin Nagasawa,,,
126,Magmar,F,1,,,20/124,dragonsexaulted,Kagemaru Himeno,,,
320,Wailmer,W,2,,,25/124,dragonsexaulted,Atsuko Nishida,,,
180,Flaafy,El,2,,,39/124,dragonsexaulted,Atsuko Nishida,,,
309,Electrike,El,1,,,41/124,dragonsexaulted,kawayoo,,,
425,Drifloon,P,1,,,50/124,dragonsexaulted,Kouki Saitou,,,
574,Gothita,P,1,,,55/124,dragonsexaulted,Aya Kusube,,,7/20/2019
622,Golett,P,1,,,58/124,dragonsexaulted,Mitsuhiro Arita,,,
524,Roggenrola,Fg,1,,,65/124,dragonsexaulted,Kyoko Umemoto,,,
618,Stunfisk,Fg,2,Reverse,,70/124,dragonsexaulted,HiRON,,,
229,Houndoom,D,3,,,75/124,dragonsexaulted,Akira Komayama,,,
435,Skuntank,D,2,Reverse,,77/124,dragonsexaulted,Midori Harada,,,
443,Gible,Dr,1,,,86/124,dragonsexaulted,Masakazu Fukuda,,,7/20/2019
443,Gible,Dr,1,,,87/124,dragonsexaulted,Kagemaru Himeno,,,
635,Hydreigon,Dr,3,,,98/124,dragonsexaulted,Naoki Saito,,,
288,Vigoroth,N,2,,,102/124,dragonsexaulted,match,,,
289,Slaking,N,3,Art,,103/124,dragonsexaulted,Naoki Saito,,,
333,Swablu,N,2,,,104/124,dragonsexaulted,Aya Kusube,,,
572,Minccino,N,1,,,109/124,dragonsexaulted,Kagemaru Himeno,,,
627,Rufflet,N,1,Reverse,,111/124,dragonsexaulted,Suwama Chiaki,,,
T,Devolution Spray,I,2,Full,,113/124,dragonsexaulted,Ryo Ueda,,,
T,Tool Scrapper,I,2,,,116/124,dragonsexaulted,Ryo Ueda,,,
T,Blend Energy,E,2,,,117/124,dragonsexaulted,5ban Graphics,,,
47,Parasect,G,3,,,2/162,breakthrough,Sumiyoshi Kizuki,,,8/27/2019
127,Pinsir,G,2,,,3/162,breakthrough,Satoshi Shirai,,,8/27/2019
331,Cacnea,G,1,,,4/162,breakthrough,Yuka Morii,,,8/27/2019
650,Chespin,G,1,,,8/162,breakthrough,Megumi Mizutani,,,8/27/2019
651,Quilladin,G,2,,,10/162,breakthrough,Miki Tanaka,,,8/27/2019
665,Spewpa,G,2,Reverse,,14/162,breakthrough,Saya Tsuruta,,,12/20/2019
666,Vivillon,G,3,Reverse,,15/162,breakthrough,Mizue,,,6/15/2019
673,Gogoat,G,2,,,17/162,breakthrough,Masakazu Fukuda,,,8/27/2019
155,Cyndaquil,F,1,Reverse,,18/162,breakthrough,Tomokazu Komiya,,,8/27/2019
513,Pansear,F,1,,,23/162,breakthrough,sui,,,7/20/2019
653,Fennekin,F,1,,,25/162,breakthrough,Kanako Eo,,,
654,Braixen,F,2,,,26/162,breakthrough,kawayoo,,,8/27/2019
119,Seaking,W,2,,,28/162,breakthrough,Kyoko Umemoto,,,8/27/2019
120,Staryu,W,1,,,29/162,breakthrough,Shigenori Negishi,,,8/27/2019
223,Remoraid,W,1,,,31/162,breakthrough,Suwama Chiaki,,,12/20/2019
223,Remoraid,W,1,,,32/162,breakthrough,Suwama Chiaki,,,8/27/2019
362,Glalie EX,W,5,Full,Full Art,,Eske Yoshinob,34/162,,,8/27/2019
393,Piplup,W,1,,,36/162,breakthrough,Kanako Eo,,,8/27/2019
582,Vanillite,W,1,,,43/162,breakthrough,MAHOU,,,8/27/2019
583,Vanillish,W,2,,,44/162,breakthrough,Kagemaru Himeno,,,8/27/2019
584,Vanilluze,W,3,,,45/162,breakthrough,Ayaka Yoshida,,,8/27/2019
657,Frogadier,W,2,Reverse,,47/162,breakthrough,Masakazu Fukuda,,,8/27/2019
25,Pikachu,El,1,,,48/162,breakthrough,Kouki Saitou,,,8/27/2019
81,Magnemite,El,1,,,51/162,breakthrough,Akira Komayama,,,8/27/2019
81,Magenmite,El,1,,,52/162,breakthrough,Akira Komayama,,,8/27/2019
82,Magneton,El,2,,,53/162,breakthrough,Tomokazu Komiya,,,7/20/2019
618,Stunfisk,El,1,,,56/162,breakthrough,Naoki Saito,,,8/27/2019
92,Gastly,P,1,,,58/162,breakthrough,Shigenori Negishi,,,7/20/2019
200,Misdreavus,P,1,,,65/162,breakthrough,sui,,,7/20/2019
429,Mismagius,P,3,,,66/162,breakthrough,Ayaka Yoshida,,,8/27/2019
202,Wobbuffet,P,2,,,67/162,breakthrough,Akira Komayama,,,7/20/2019
281,Kirlia,P,2,,,69/162,breakthrough,Sanosuke Sakuma,,,7/20/2019
488,Cresselia,P,3,Reverse,,70/162,breakthrough,kawayoo,,,8/27/2019
527,Woobat,P,1,,,71/162,breakthrough,match,,,8/27/2019
528,Swoobat,P,2,,,72/162,breakthrough,sui,,,8/27/2019
605,Elgyem,P,1,Reverse,,73/162,breakthrough,Aya Kusube,,,8/27/2019
606,Beheeyem,P,2,,,74/162,breakthrough,Tomokazu Komiya,,,8/27/2019
27,Sandshrew,Fg,1,,,75/162,breakthrough,Shigenori Negishi,,,
104,Cubone,Fg,1,,,77/162,breakthrough,Sumiyoshi Kizuki,,,8/27/2019
105,Marowak,Fg,3,,,78/162,breakthrough,match,,,8/27/2019
105,Marowak BREAK,Fg,5,,,79/162,breakthrough,5ban Graphics,,,8/27/2019
220,Swinub,Fg,1,,,80/162,breakthrough,Atsuko Nishida,,,
221,Piloswine,Fg,2,,,81/162,breakthrough,MAHOU,,,
449,Hippopotas,Fg,1,Reverse / Art,,83/162,breakthrough,Akira Komayama,,,8/27/2019
674,Pancham,Fg,1,,,86/162,breakthrough,Mizue,,,
570,Zorua,D,1,,,89/162,breakthrough,Hitoshi Ariga,,,8/27/2019
570,Zorua,D,1,,,90/162,breakthrough,Hitoshi Ariga,,,7/20/2019
571,Zoroark,D,3,Reverse,,91/162,breakthrough,kawayoo,,,5/12/2019
686,Inkay,D,1,,,93/162,breakthrough,Kouki Saitou,,,8/27/2019
437,Bronzong,Sl,3,,,96/162,breakthrough,Tomokazy Komiya,,,7/20/2019
209,Snubbull,Fa,1,Reverse,,98/162,breakthrough,Yuka Morii,,,
210,Granbull,Fa,2,,,99/162,breakthrough,Naoki Saito,,,
669,Flabebe,Fa,1,,,101/162,breakthrough,Kouki Saitou,,,8/27/2019
682,Spritzee,Fa,1,,,150/162,breakthrough,Naoyo Kimura,,,12/20/2019
683,Aromatisse,Fa,3,,,106/162,breakthrough,Mizue,,,8/27/2019
716,Xerneas,Fa,3,Reverse,,107/162,breakthrough,Mitsuhiro Arita,,,7/30/2019
610,Axew,Dr,1,,,108/162,breakthrough,Kagemaru Himeno,,,12/20/2019
611,Fraxure,Dr,2,,,110/162,breakthrough,Mitsuhiro Arita,,,7/20/2019
52,Meowth,N,1,,,114/162,breakthrough,kirisAki,,,
84,Doduo,N,1,,,115/162,breakthrough,Naoki Saito,,,8/27/2019
84,Doduo,N,1,,,116/162,breakthrough,Naoki Saito,,,8/27/2019
163,Hoothoot,N,1,Reverse,,119/162,breakthrough,Miki Tanaka,,,8/27/2019
164,Noctowl,N,3,,,120/162,breakthrough,Kouki Saitou,,,8/27/2019
217,Ursaring,N,2,,,122/162,breakthrough,5ban Graphics,,,8/27/2019
235,Smeargle,N,3,,,123/162,breakthrough,Yukiko Baba,,,
333,Swablu,N,1,,,124/162,breakthrough,Mizue,,,8/27/2019
396,Starly,N,1,,,125/162,breakthrough,Kyoko Umemoto,,,8/27/2019
714,Noibat,N,1,,,131/162,breakthrough,sui,,,8/27/2019
T,Assault Vest,I,2,,,133/162,breakthrough,Toyste Beach,,,
T,Brigette,Su,2,,,134/162,breakthrough,Megumi Mizutani,,,8/27/2019
T,Buddy-Buddy Rescue,I,2,,,135/162,breakthrough,Toyste Beach,,,8/27/2019
T,Giovanni's Scheme,Su,2,,,138/162,breakthrough,Ken Sugimori,,,8/27/2019
T,Heavy Boots,I,2,Reverse,,141/162,breakthrough,Toyste Beach,,,8/27/2019
T,Judge,Su,2,,,143/162,breakthrough,Megumi Mizutani,,,8/27/2019
T,Professor's Letter,I,2,,,146/162,breakthrough,5ban Graphics,,,8/6/2019
T,Super Rod,I,2,,,149/162,breakthrough,Toyste Beach,,,8/27/2019
T,Town Map,I,2,,,150/162,breakthrough,Toyste Beach,,,8/27/2019
150,Mewtwo EX,P,5,Full,Full Art / Textured,158/162,breakthrough,Ryo Ueda,,,8/27/2019
143,Snorlax,N,3,,,30/130,baseset2,Ken Sugimori,,,
71,Victreebel,G,3,,,32/130,baseset2,Ken Sugimori,,,
147,Dratini,N,2,,,38/130,baseset2,Ken Sugimori,,,
83,Farfetch'd,N,2,,,40/130,baseset2,Ken Sugimori,,,
124,Jynx,P,2,,,45/130,baseset2,Ken Sugimori,Bent,,
10,Caterpie,G,1,,,54/102,baseset2,Ken Sugimori,,,
8,Wartortle,W,2,,,63/130,baseset2,Ken Sugimori,,,
102,Exeggcute,G,1,,,74/130,baseset2,Mitsuhiro Arita,,,
46,Paras,G,1,,,85/130,baseset2,Ken Sugimori,,,
121,Starmie,W,1,,,94/130,baseset2,Keiji Kinebuchi,,,
48,Venonant,G,1,,,97/130,baseset2,Mitsuhiro Arita,,,
37,Vulpix,F,1,,,99/130,baseset2,Ken Sugimori,,,
13,Weedle,G,1,,,100/130,baseset2,Mitsuhiro Arita,,,
T,Lass,T,3,,,104/130,baseset2,Ken Sugimori,,,
T,Grass Energy,E,,,,127/130,baseset2,Keiji Kinebuchi,,,
T,Psychic Energy,E,,,,129/130,baseset2,Keiji Kinebuchi,,,
658,Greninja,W,,Art,,14/39,kalosstarterset,5ban Graphics,,,
261,Poochyena,D,1,,Team Aqua's,55/95,teammagmavsaqua,Shin-ichi Yoshikawa,Used,,8/20/2019
343,Baltoy,Fg,1,,Team Magma's,60/95,teammagmavsaqua,Atsuko Ujiie,Used,,8/20/2019
102,Exeggcute,G,1,,,1/131,forbiddenlight,Yuka Morii,,,7/20/2019
664,Scatterbug,G,1,,,6/131,forbiddenlight,Ken Sugimori,,,
672,Skiddo,G,1,,,9/131,forbiddenlight,Suwama Chiaki,,,
105,Alolan Marowak,F,3,,,12/131,forbiddenlight,Suwama Chiaki,,,
653,Fennekin,F,1,,,14/131,forbiddenlight,Ken Sugimori,,,5/11/2019
654,Braixen,F,2,Full,,16/131,forbiddenlight,Kagemaru Himeno,,,
656,Froakie,W,1,,,22/131,forbiddenlight,Aya Kusube,,,
692,Clauncher,W,1,,,25/131,forbiddenlight,Midori Harada,,,
698,Amaura,W,1,,,27/131,forbiddenlight,Atsuko Nishida,,,12/20/2019
751,Dewpider,W,1,,,32/131,forbiddenlight,sui,,,
752,Araquanid,W,2,,,33/131,forbiddenlight,kodama,,,
82,Magneton,El,2,,,35/131,forbiddenlight,kirisAki,,,5/11/2019
694,Helioptile,El,XXXXXX,,,37/131,forbiddenlight,Miki Tanaka,,,5/11/2019
796,Xurkitree,El,3,,,39/131,forbiddenlight,Shin Nagasawa,,,12/20/2019
686,Inkay,P,1,,,50/131,forbiddenlight,sowsow,,,
803,Poipole,P,2,,,55/131,forbiddenlight,Megumi Mizutani,,,
104,Cubone,Fg,1,Reverse,,57/131,forbiddenlight,sowsow,,,
453,Croagunk,Fg,1,,,63/131,forbiddenlight,SATOSHI NAKAI,,,
674,Pancham,Fg,1,,,65/131,forbiddenlight,Midori Harada,,,5/11/2019
688,Binacle,Fg,1,,,66/131,forbiddenlight,Yuka Morii,,,
696,Tyrunt,Fg,2,,,68/131,forbiddenlight,SATOSHI NAKAI,,,12/20/2019
701,Hawlucha,Fg,2,,,70/131,forbiddenlight,Naoki Saito,,,
719,Diancie,Fg,3,Art,Prism Star,74/131,forbiddenlight,kawayoo,,,12/20/2019
669,Flabebe,Fa,1,,,83/131,forbiddenlight,kirisAki,,,5/11/2019
669,Flabebe,Fa,1,,,84/131,forbiddenlight,Ken Sugimori,,,
704,Goomy,Dr,1,Reverse,,92/131,forbiddenlight,Ken Sugimori,,,
705,Sliggoo,Dr,2,,,93/131,forbiddenlight,Atsuko Nishida,,,5/11/2019
706,Goodra,Dr,3,Reverse,,94/131,forbiddenlight,hatachu,,,5/11/2019
800,Ultra Necrozma GX,Dr,5,Full,Full Art,95/131,forbiddenlight,PLANETA Otani,,,
660,Diggersby,N,2,,,98/131,forbiddenlight,Mina Nokai,,,
676,Furfrou,N,1,Full,,99/131,forbiddenlight,Kagemaru Himeno,,,5/11/2019
714,Noibat,N,1,Reverse,,100/131,forbiddenlight,Anesaki Dynamic,,,
T,Beast Ring,I,3,Reverse,Alternate Art / League Cup,102a/131,forbiddenlight,5ban Graphics,,,1/29/2020
T,Bonnie,Su,2,,,103/131,forbiddenlight,Hideki Ishikawa,,,5/11/2019
T,Fossil Excavation Map,I,2,,,107/131,forbiddenlight,Yoshinob Saito,,,
T,Ultra Space,S,2,,,112/131,forbiddenlight,5ban Graphics,,,
T,Ultra Recon Squad,Su,2,,,114/131,forbiddenlight,Megumi Mizutani,,,
240,Magby,F,3,,e-Card,52/165,expedition,Mitsuhiro Arita,Bent,,8/20/2019
113,Chansey,N,1,,e-Card,69/147,aquapolis,Atsuko Nishida,,,
114,Goldeen,W,1,,e-Card,78/147,aquapolis,Miki Tanaka,,,
246,Larvitar,Fg,1,,e-Card,89/147,aquapolis,Naoyo Kimura,,,8/20/2019
711,Gourgeist,P,,,,2/30,N,5ban Graphics,,,
24,Arbok,P,3,,,3/30,N,Naoki Saito,,$2.56,
659,Bunnelby,N,,,,4/30,N,5ban Graphics,,,
710,Pumpkaboo,P,,,,11/30,N,5ban Graphics,,,
T,Potion,I,,,,15/30,N,5ban Graphics,,,
23,Ekans,P,1,,,16/30,N,Shigenori Negishi,,$2.19,
676,Forfrou,N,,,,20/30,N,5ban Graphics,,,
T,Poke Ball,I,,,,21/30,N,5ban Graphics,,,
714,Noibat,N,,,,23/30,N,5ban Graphics,,,
T,Dark Energy,E,,,,28/30,N,,,,
715,Noivern,Dr,,,,30/30,N,5ban Graphics,,,
T,Switch,I,,,,4/30,S,5ban Graphics,,,
676,Forfrou,N,,,,16/30,S,5ban Graphics,,,
T,Fairy Energy,E,,,,18/30,S,,,,
661,Fletchling,N,,,,19/30,S,5ban Graphics,,,
T,Pokemon Catcher,I,,,,23/30,S,5ban Graphics,,,
209,Snubbull,Fa,,,,27/30,S,Naoki Saito,,,
210,Granbull,Fa,,,,29/30,S,Masokazu Fukuda,,,
700,Sylveon,Fa,,,,30/30,S,5ban Graphics,,,
509,Purrloin,D,,,,1/30,Z,Kagemaru Himeno,,,
505,Watchog,N,,,,2/30,Z,match,,,
T,PlusPower,I,,,,11/30,Z,5ban Graphics,,,
570,Zorua,D,,,,13/30,Z,Kouki Saitou,,,
571,Zoroark,D,,,,17/30,Z,Shin Nagasawa,,,
572,Minccino,N,,,,19/30,Z,sui,,,8/17/2019
T,Energy Switch,I,,,,4/30,E,Kent Kanetsuna,,,
533,Gurdurr,Fg,,,,14/30,E,Naoki Saito,,,
T,Potion,I,,,,15/30,E,Ayaka Yoshida,,,
530,Excadrill,Fg,,,,17/30,E,5ban Graphics,,,
507,Herdier,N,,,,19/30,E,Midori Harada,,,
66,Machop,Fg,,,,5/11,L,Atsuko Nishida,Dirty,,
418,Buizel,W,,,,1/12,Ma,Ken Sugimori,,,8/17/2019
419,Floatzel,W,,,,2/12,Ma,Masahiko Ishii,,,
118,Goldeen,W,,,,3/12,Ma,Atsuko Nishida,,,
393,Piplup,W,,,,5/12,Ma,Ken Sugimori,,,8/17/2019
490,Manaphy,W,,Art,,4/12,Ma,Daisuke Ito,,,
374,Beldum,P,,,,1/12,P,Kouki Saitou,,,7/20/2019
325,Spoink,P,,,,7/12,P,Kagemaru Himeno,,,
322,Numel,F,,,,5/10,La,Yuka Morii,Scratched,,7/20/2019
300,Skitty,N,,,,6/10,La,Atsuko Nishida,Used,,8/20/2019
255,Torchic,F,,,,7/10,La,Hironobu Yoshida,Bent,,
81,Magnemite,El,,,,4/10,Lo,Tomokazu Komiya,Used,,8/20/2019
263,Zigzagoon,N,,,,7/10,La,Atsuko Nishida,Used,,8/20/2019
309,Electrike,El,,,,28/30,Pl,Akira Komayama,,,7/20/2019
52,Meowth,N,,,,12/30,R,Kagemaru Himeno,,,8/17/2019
179,Mareep,El,,,,20/30,R,Masakazu Fukuda,,,8/17/2019
158,Totodile,W,,,,14/30,G,kawayoo,,,8/17/2019
159,Croconaw,W,,,,17/30,G,kawayoo,,,8/17/2019
